country,esco,S_YEAR_MONTH,count,date
Denmark,Managers,2016/09,74,2016-09-01
Slovenia,Craft and related trades workers,2016/10,205,2016-10-01
Sweden,Managers,2015/12,149,2015-12-01
Malta,Service and sales workers,2016/02,30,2016-02-01
Latvia,"Skilled agricultural, forestry and fishery workers",2015/07,12,2015-07-01
Latvia,"Skilled agricultural, forestry and fishery workers",2016/07,15,2016-07-01
Cyprus,Craft and related trades workers,2016/03,26,2016-03-01
Austria,Elementary occupations,2015/12,12,2015-12-01
Austria,"Skilled agricultural, forestry and fishery workers",2016/07,2,2016-07-01
Romania,Managers,2015/03,663,2015-03-01
Sweden,Service and sales workers,2015/03,186,2015-03-01
France,Craft and related trades workers,2015/04,310,2015-04-01
Cyprus,Technicians and associate professionals,2015/06,185,2015-06-01
Romania,Technicians and associate professionals,2015/06,1980,2015-06-01
Hungary,"Plant and machine operators, and assemblers",2015/07,346,2015-07-01
Bulgaria,Service and sales workers,2015/09,927,2015-09-01
Hungary,Technicians and associate professionals,2016/02,1670,2016-02-01
Bulgaria,Managers,2016/03,667,2016-03-01
Romania,Professionals,2016/04,4749,2016-04-01
Slovenia,Clerical support workers,2016/05,420,2016-05-01
Italy,Managers,2016/06,4480,2016-06-01
Hungary,Managers,2016/06,589,2016-06-01
Czech Republic,Professionals,2016/09,905,2016-09-01
Austria,Professionals,2016/11,503,2016-11-01
Sweden,Technicians and associate professionals,2016/05,402,2016-05-01
United Kingdom,Clerical support workers,2016/10,265,2016-10-01
United Kingdom,"Skilled agricultural, forestry and fishery workers",2016/11,34,2016-11-01
Luxembourg,Clerical support workers,2015/12,16,2015-12-01
United Kingdom,"Skilled agricultural, forestry and fishery workers",2016/03,19,2016-03-01
Greece,Professionals,2015/05,3304,2015-05-01
Italy,Professionals,2015/06,21894,2015-06-01
Croatia,"Plant and machine operators, and assemblers",2015/06,737,2015-06-01
Greece,Technicians and associate professionals,2015/07,1474,2015-07-01
Sweden,Managers,2015/07,129,2015-07-01
Portugal,Craft and related trades workers,2015/08,387,2015-08-01
Italy,Clerical support workers,2015/11,8863,2015-11-01
Portugal,"Plant and machine operators, and assemblers",2015/11,363,2015-11-01
United Kingdom,Professionals,2016/03,1059,2016-03-01
Malta,Clerical support workers,2016/03,38,2016-03-01
United Kingdom,Professionals,2016/06,1184,2016-06-01
Poland,Technicians and associate professionals,2016/10,2053,2016-10-01
France,Elementary occupations,2016/11,273,2016-11-01
Finland,"Plant and machine operators, and assemblers",2016/10,142,2016-10-01
France,"Skilled agricultural, forestry and fishery workers",2016/06,56,2016-06-01
Latvia,Elementary occupations,2016/09,129,2016-09-01
United Kingdom,"Plant and machine operators, and assemblers",2016/01,48,2016-01-01
Cyprus,Managers,2016/01,100,2016-01-01
Cyprus,"Skilled agricultural, forestry and fishery workers",2016/11,9,2016-11-01
Austria,Managers,2015/03,58,2015-03-01
Italy,"Skilled agricultural, forestry and fishery workers",2015/04,630,2015-04-01
Croatia,Elementary occupations,2015/04,1224,2015-04-01
Hungary,Professionals,2015/05,2316,2015-05-01
Portugal,Service and sales workers,2015/05,814,2015-05-01
Finland,Clerical support workers,2015/08,389,2015-08-01
France,Clerical support workers,2015/09,651,2015-09-01
Romania,Professionals,2016/03,4676,2016-03-01
Romania,Craft and related trades workers,2016/04,1756,2016-04-01
Latvia,Professionals,2016/06,365,2016-06-01
Romania,Technicians and associate professionals,2016/08,3076,2016-08-01
Malta,Technicians and associate professionals,2015/07,50,2015-07-01
Czech Republic,Service and sales workers,2016/06,420,2016-06-01
Germany,"Plant and machine operators, and assemblers",2016/10,147,2016-10-01
Sweden,Clerical support workers,2016/09,218,2016-09-01
Czech Republic,Craft and related trades workers,2015/06,124,2015-06-01
Latvia,"Plant and machine operators, and assemblers",2016/06,115,2016-06-01
United Kingdom,"Plant and machine operators, and assemblers",2016/04,52,2016-04-01
United Kingdom,Armed forces occupations,2015/04,2,2015-04-01
Spain,Managers,2015/07,2252,2015-07-01
Belgium,Professionals,2015/08,1523,2015-08-01
Spain,Professionals,2015/12,25047,2015-12-01
Portugal,Professionals,2015/12,5748,2015-12-01
Spain,Managers,2016/01,2814,2016-01-01
Czech Republic,Professionals,2016/01,726,2016-01-01
Portugal,Service and sales workers,2016/02,1132,2016-02-01
Malta,Professionals,2016/05,144,2016-05-01
Latvia,Professionals,2016/05,354,2016-05-01
Malta,Professionals,2015/07,104,2015-07-01
United Kingdom,Service and sales workers,2015/09,239,2015-09-01
Slovenia,Craft and related trades workers,2015/12,169,2015-12-01
Hungary,Service and sales workers,2016/06,1452,2016-06-01
Czech Republic,Technicians and associate professionals,2015/09,407,2015-09-01
Latvia,Elementary occupations,2015/11,103,2015-11-01
Cyprus,Craft and related trades workers,2016/07,29,2016-07-01
Sweden,"Plant and machine operators, and assemblers",2015/05,23,2015-05-01
Italy,Armed forces occupations,2015/11,9,2015-11-01
Luxembourg,Elementary occupations,2015/09,3,2015-09-01
Cyprus,"Plant and machine operators, and assemblers",2015/06,13,2015-06-01
Denmark,Elementary occupations,2015/08,14,2015-08-01
Romania,Armed forces occupations,2015/08,3,2015-08-01
France,Clerical support workers,2015/03,509,2015-03-01
Bulgaria,"Plant and machine operators, and assemblers",2015/05,518,2015-05-01
France,"Plant and machine operators, and assemblers",2015/08,87,2015-08-01
Austria,Professionals,2015/11,344,2015-11-01
France,Professionals,2016/01,4111,2016-01-01
Spain,Service and sales workers,2016/03,5266,2016-03-01
Greece,Service and sales workers,2016/06,888,2016-06-01
Latvia,Technicians and associate professionals,2016/11,272,2016-11-01
Denmark,Technicians and associate professionals,2015/05,66,2015-05-01
Estonia,Professionals,2015/09,347,2015-09-01
Latvia,Clerical support workers,2016/01,114,2016-01-01
Malta,Professionals,2016/07,153,2016-07-01
Czech Republic,"Skilled agricultural, forestry and fishery workers",2015/06,40,2015-06-01
Slovenia,"Skilled agricultural, forestry and fishery workers",2016/02,31,2016-02-01
Belgium,Elementary occupations,2016/06,85,2016-06-01
Slovenia,Elementary occupations,2015/03,142,2015-03-01
Denmark,Elementary occupations,2016/03,16,2016-03-01
Croatia,Armed forces occupations,2015/10,6,2015-10-01
Malta,Managers,2015/05,37,2015-05-01
Denmark,Elementary occupations,2015/11,14,2015-11-01
Cyprus,Managers,2015/05,79,2015-05-01
Czech Republic,Technicians and associate professionals,2015/07,352,2015-07-01
Hungary,Clerical support workers,2015/11,1197,2015-11-01
Slovenia,Clerical support workers,2015/12,349,2015-12-01
Portugal,Clerical support workers,2016/01,977,2016-01-01
Hungary,Elementary occupations,2016/05,1252,2016-05-01
Greece,Elementary occupations,2016/06,415,2016-06-01
Hungary,Craft and related trades workers,2016/08,664,2016-08-01
Netherlands,Technicians and associate professionals,2016/08,531,2016-08-01
Luxembourg,Technicians and associate professionals,2016/10,28,2016-10-01
Denmark,Technicians and associate professionals,2016/03,118,2016-03-01
Slovakia,Managers,2016/06,102,2016-06-01
Austria,Clerical support workers,2016/08,131,2016-08-01
Malta,Service and sales workers,2016/09,32,2016-09-01
Croatia,"Skilled agricultural, forestry and fishery workers",2015/10,200,2015-10-01
Cyprus,Clerical support workers,2015/05,46,2015-05-01
Finland,Craft and related trades workers,2015/03,102,2015-03-01
Slovenia,"Plant and machine operators, and assemblers",2016/03,157,2016-03-01
Spain,Armed forces occupations,2016/02,3,2016-02-01
Finland,Professionals,2015/06,1056,2015-06-01
Lithuania,Professionals,2015/08,597,2015-08-01
Poland,Technicians and associate professionals,2015/09,1483,2015-09-01
Romania,"Skilled agricultural, forestry and fishery workers",2016/01,491,2016-01-01
France,Craft and related trades workers,2016/01,246,2016-01-01
Portugal,Professionals,2016/05,6699,2016-05-01
Italy,Craft and related trades workers,2016/06,3274,2016-06-01
France,Service and sales workers,2016/07,1070,2016-07-01
Spain,Elementary occupations,2016/07,2325,2016-07-01
Portugal,Managers,2016/08,1170,2016-08-01
Poland,Clerical support workers,2016/10,1736,2016-10-01
Netherlands,Service and sales workers,2015/12,247,2015-12-01
Estonia,Elementary occupations,2016/09,128,2016-09-01
Belgium,Craft and related trades workers,2015/11,86,2015-11-01
United Kingdom,"Plant and machine operators, and assemblers",2016/11,58,2016-11-01
Denmark,Service and sales workers,2015/07,38,2015-07-01
Estonia,Clerical support workers,2015/10,120,2015-10-01
Denmark,"Plant and machine operators, and assemblers",2015/05,5,2015-05-01
Cyprus,"Skilled agricultural, forestry and fishery workers",2016/08,9,2016-08-01
Portugal,Professionals,2015/03,4086,2015-03-01
Finland,"Plant and machine operators, and assemblers",2015/06,100,2015-06-01
Poland,Technicians and associate professionals,2015/07,1372,2015-07-01
Croatia,Elementary occupations,2015/08,726,2015-08-01
Belgium,Professionals,2015/11,1706,2015-11-01
Sweden,Service and sales workers,2015/12,281,2015-12-01
Croatia,Elementary occupations,2016/03,965,2016-03-01
Denmark,Clerical support workers,2016/03,80,2016-03-01
Hungary,Technicians and associate professionals,2016/03,1707,2016-03-01
United Kingdom,Technicians and associate professionals,2016/03,463,2016-03-01
Sweden,Elementary occupations,2016/04,59,2016-04-01
Italy,Technicians and associate professionals,2016/10,15294,2016-10-01
Greece,Craft and related trades workers,2016/10,632,2016-10-01
Sweden,Clerical support workers,2015/05,152,2015-05-01
Netherlands,Managers,2015/06,241,2015-06-01
Croatia,"Skilled agricultural, forestry and fishery workers",2015/05,150,2015-05-01
Portugal,Service and sales workers,2015/06,826,2015-06-01
Poland,Armed forces occupations,2015/09,7,2015-09-01
Bulgaria,Armed forces occupations,2016/11,1,2016-11-01
Spain,Craft and related trades workers,2015/07,1590,2015-07-01
Czech Republic,Managers,2015/07,157,2015-07-01
Hungary,Professionals,2015/09,2629,2015-09-01
Italy,Elementary occupations,2015/09,2349,2015-09-01
Romania,Clerical support workers,2015/11,1573,2015-11-01
France,Managers,2015/11,1166,2015-11-01
Hungary,Professionals,2015/12,2806,2015-12-01
Sweden,Managers,2016/02,167,2016-02-01
Sweden,Service and sales workers,2016/02,295,2016-02-01
France,Elementary occupations,2016/04,221,2016-04-01
Estonia,Craft and related trades workers,2015/04,154,2015-04-01
Czech Republic,Technicians and associate professionals,2015/06,332,2015-06-01
Germany,Service and sales workers,2016/10,481,2016-10-01
Slovakia,Managers,2015/10,85,2015-10-01
Luxembourg,Elementary occupations,2015/04,6,2015-04-01
Estonia,"Skilled agricultural, forestry and fishery workers",2015/09,34,2015-09-01
Austria,Service and sales workers,2015/10,54,2015-10-01
Netherlands,Craft and related trades workers,2016/08,65,2016-08-01
France,"Skilled agricultural, forestry and fishery workers",2015/07,28,2015-07-01
Romania,Craft and related trades workers,2015/03,1186,2015-03-01
Croatia,Service and sales workers,2015/04,2508,2015-04-01
Estonia,Technicians and associate professionals,2015/11,207,2015-11-01
Finland,Managers,2015/12,345,2015-12-01
France,Clerical support workers,2016/01,919,2016-01-01
Romania,Technicians and associate professionals,2016/03,2821,2016-03-01
Romania,Professionals,2016/08,5149,2016-08-01
United Kingdom,Managers,2016/09,373,2016-09-01
Poland,Service and sales workers,2016/10,1422,2016-10-01
Germany,Technicians and associate professionals,2016/11,1177,2016-11-01
Slovakia,Clerical support workers,2015/03,105,2015-03-01
Sweden,Managers,2015/04,246,2015-04-01
Germany,Craft and related trades workers,2016/01,227,2016-01-01
Slovenia,Service and sales workers,2016/01,406,2016-01-01
Cyprus,Managers,2016/05,109,2016-05-01
Slovakia,Managers,2016/03,94,2016-03-01
Germany,Elementary occupations,2015/11,96,2015-11-01
Austria,"Skilled agricultural, forestry and fishery workers",2016/06,2,2016-06-01
United Kingdom,Armed forces occupations,2016/11,1,2016-11-01
Italy,Technicians and associate professionals,2015/05,9552,2015-05-01
Netherlands,Professionals,2015/11,932,2015-11-01
Austria,"Plant and machine operators, and assemblers",2015/11,18,2015-11-01
Portugal,Service and sales workers,2016/01,1095,2016-01-01
Italy,Clerical support workers,2016/03,9962,2016-03-01
Italy,Clerical support workers,2016/07,10653,2016-07-01
Italy,Clerical support workers,2016/09,11086,2016-09-01
Poland,"Plant and machine operators, and assemblers",2016/09,1280,2016-09-01
Croatia,"Skilled agricultural, forestry and fishery workers",2016/10,232,2016-10-01
Slovenia,Service and sales workers,2016/11,475,2016-11-01
Denmark,Professionals,2015/12,216,2015-12-01
Sweden,Service and sales workers,2016/03,322,2016-03-01
Denmark,Professionals,2016/07,300,2016-07-01
Belgium,Managers,2015/04,494,2015-04-01
Latvia,Elementary occupations,2015/12,103,2015-12-01
Malta,Service and sales workers,2016/11,34,2016-11-01
Malta,"Plant and machine operators, and assemblers",2015/03,7,2015-03-01
Estonia,Armed forces occupations,2015/12,1,2015-12-01
Lithuania,Technicians and associate professionals,2015/09,398,2015-09-01
Slovenia,Professionals,2015/10,1324,2015-10-01
Germany,Clerical support workers,2015/10,476,2015-10-01
Portugal,Technicians and associate professionals,2015/11,2602,2015-11-01
Austria,Managers,2015/12,87,2015-12-01
Netherlands,Clerical support workers,2016/01,222,2016-01-01
Portugal,Professionals,2016/03,6282,2016-03-01
Denmark,Professionals,2016/04,269,2016-04-01
Portugal,Clerical support workers,2016/07,1081,2016-07-01
Greece,Managers,2016/09,1052,2016-09-01
Italy,Craft and related trades workers,2016/11,3555,2016-11-01
Sweden,Managers,2016/11,214,2016-11-01
Portugal,"Skilled agricultural, forestry and fishery workers",2015/08,44,2015-08-01
Lithuania,"Skilled agricultural, forestry and fishery workers",2016/03,52,2016-03-01
Luxembourg,Professionals,2016/03,53,2016-03-01
Belgium,Craft and related trades workers,2015/04,138,2015-04-01
Luxembourg,"Skilled agricultural, forestry and fishery workers",2016/08,2,2016-08-01
Bulgaria,Armed forces occupations,2015/09,1,2015-09-01
Romania,Professionals,2015/04,6060,2015-04-01
Poland,Technicians and associate professionals,2015/05,1214,2015-05-01
Finland,Service and sales workers,2015/06,414,2015-06-01
Portugal,Managers,2015/08,743,2015-08-01
Slovakia,Managers,2015/08,85,2015-08-01
Lithuania,"Plant and machine operators, and assemblers",2015/09,160,2015-09-01
Croatia,Elementary occupations,2016/01,908,2016-01-01
Sweden,Service and sales workers,2016/10,386,2016-10-01
Sweden,Clerical support workers,2015/07,162,2015-07-01
Belgium,"Plant and machine operators, and assemblers",2016/08,63,2016-08-01
Lithuania,Technicians and associate professionals,2015/12,435,2015-12-01
Estonia,Clerical support workers,2015/04,198,2015-04-01
Slovakia,Craft and related trades workers,2016/05,62,2016-05-01
Cyprus,Craft and related trades workers,2015/05,17,2015-05-01
Latvia,"Plant and machine operators, and assemblers",2015/04,100,2015-04-01
Luxembourg,Technicians and associate professionals,2015/04,32,2015-04-01
Greece,Armed forces occupations,2016/09,6,2016-09-01
Lithuania,Professionals,2015/04,1068,2015-04-01
Croatia,Craft and related trades workers,2015/08,1300,2015-08-01
Croatia,Clerical support workers,2015/09,1126,2015-09-01
Italy,"Plant and machine operators, and assemblers",2015/09,1486,2015-09-01
Hungary,Elementary occupations,2015/10,1138,2015-10-01
Greece,Clerical support workers,2015/10,941,2015-10-01
Bulgaria,"Skilled agricultural, forestry and fishery workers",2015/10,97,2015-10-01
France,"Plant and machine operators, and assemblers",2016/05,168,2016-05-01
Spain,"Plant and machine operators, and assemblers",2016/07,1561,2016-07-01
Bulgaria,"Plant and machine operators, and assemblers",2016/10,690,2016-10-01
Estonia,Professionals,2016/03,400,2016-03-01
